3,31,-115.1186951,36.0161703,0,0,1,2,0,1,6,3,0,2,8,11,0,0,3,2,0,2,5,7,0,1,10,4,0,0,3,3,22,5,5,1
3.5,276,-111.9059717,33.43337067,1,3,28,30,0,12,44,41,0,8,44,55,1,14,33,37,0,16,68,93,0,12,73,111,0,10,73,59,81,0,0,1
3.5,22,-111.935878,33.414249,3,4,4,2,1,4,8,3,2,3,3,7,5,9,2,4,2,5,3,2,24,16,6,4,8,8,13,1,9,1,2,1
4,15,-3.1973593,55.953935,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-1
3,6,-112.0319425,33.5080057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1
3,117,-115.140026,36.1692899,1,0,8,24,1,0,6,9,0,1,11,15,1,2,15,35,1,2,17,42,28,0,18,46,32,1,19,28,43,1,1,1
3,13,-112.2748151,33.71148683,0,1,5,2,0,0,2,0,0,0,2,2,0,0,1,0,0,2,2,1,0,0,2,1,0,1,5,1,2,0,0,-1
3,582,-115.1733685,36.10442219,6,10,94,82,5,19,75,67,2,7,66,78,2,10,95,123,9,11,143,174,52,15,193,186,53,10,140,105,119,1,1,1
3.5,85,-111.9351556,33.4247212,0,5,20,9,0,5,18,10,0,6,28,11,0,6,22,9,0,3,13,7,0,3,26,4,0,0,1,1,33,0,0,1
3.5,120,-115.1693962,36.1033743,0,0,4,8,0,0,1,2,0,0,2,2,0,0,1,16,1,1,1,19,0,0,3,23,0,0,1,12,14,0,0,-1
3.5,137,-111.9297441,33.3782381,0,18,32,10,0,8,29,15,0,9,27,17,0,27,33,20,0,19,41,37,0,9,47,35,0,10,59,18,55,0,0,1
2.5,11,-115.0784234,36.1731191,0,0,1,1,0,0,2,2,0,0,0,1,0,2,1,0,0,0,0,1,0,1,1,0,0,1,0,1,6,0,0,-1
2,5,-112.1507068,33.6102682,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,3,0,0,-1
4,8,-115.297066,36.144766,0,0,7,2,0,1,6,3,0,0,9,1,0,3,3,4,0,2,12,0,0,0,6,0,0,1,5,2,5,0,0,-1
4,15,-114.967575,36.054058,0,5,1,1,0,10,7,5,0,7,4,6,0,6,3,2,0,3,8,3,0,12,5,6,0,16,5,1,12,0,0,-1
3,17,-89.390236,43.0751242,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,1,0,0,3,0,1,0,0,-1
3.5,15,-115.1315065,36.1653094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
4,46,-115.2463595,36.1253148,0,2,16,34,0,4,26,26,0,3,27,22,0,1,26,22,1,2,30,33,1,2,40,29,0,7,26,27,33,0,0,1
3.5,32,-111.9269378,33.5780268,0,3,10,6,0,1,11,10,0,10,11,12,0,3,17,11,0,4,27,22,1,7,26,23,0,2,24,10,27,0,0,1
3.5,5,-111.6995673,33.4157036,0,3,2,2,0,0,2,1,0,1,2,0,0,0,2,0,0,0,3,7,0,2,8,2,0,1,5,2,3,0,0,-1
2.5,112,-115.1768402,36.0687779,1,0,9,11,0,0,17,22,0,3,7,11,0,0,10,28,2,0,8,26,2,1,22,29,8,1,9,9,36,0,0,1
4,112,-111.8718374,33.3935611,1,8,39,18,2,9,41,30,1,6,41,36,1,11,40,23,0,6,37,18,0,6,30,30,0,10,38,22,54,0,0,1
4,115,-115.045985,36.062159,0,4,24,20,0,1,19,21,0,6,35,12,0,3,16,25,1,4,24,39,0,4,36,24,1,3,25,14,51,1,1,1
3.5,4,-111.9126175,33.3353045,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1
3.5,18,-115.221713,36.142796,0,2,4,0,0,3,6,4,0,4,1,2,0,4,2,1,0,8,6,2,0,7,9,0,0,6,7,1,11,0,0,-1
2.5,27,-115.2798639,36.3000254,0,0,0,8,0,0,4,4,0,0,3,2,0,0,2,7,0,1,4,6,1,0,1,3,0,0,4,6,7,0,0,-1
3.5,23,-112.082178,33.465611,0,9,9,4,0,6,10,2,0,13,12,6,0,5,8,2,0,11,12,3,0,4,5,6,0,1,23,3,13,0,0,-1
3,80,-115.1943705,36.11658884,0,11,4,6,0,3,6,6,0,9,4,3,0,9,3,10,0,5,6,3,0,12,12,4,0,8,15,6,16,0,0,1
4.5,4,-111.930592,33.4939433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
3.5,4,-3.0697199,55.9449413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
4.5,3,-111.6090761,33.415903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
2.5,79,-111.7459158,33.298078,0,4,10,9,0,1,14,11,0,2,7,6,0,3,9,17,0,0,18,13,0,8,26,18,0,10,25,18,31,0,0,1
3.5,11,-111.915815,33.647457,0,0,0,1,1,1,1,2,1,1,1,2,1,0,1,1,0,3,0,2,0,2,4,0,0,2,2,0,11,0,0,-1
4,42,-115.26569,36.264255,0,0,3,3,0,0,3,2,0,0,3,8,0,0,0,3,0,0,3,1,0,1,2,4,0,0,5,2,13,0,0,1
3.5,31,-112.0534296,33.3052457,0,2,10,9,1,2,16,7,0,3,15,21,0,1,19,65,2,1,30,33,1,6,20,31,1,5,32,7,13,0,0,1
3.5,14,-3.2033914,55.9436949,0,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,5,0,0,-1
3.5,10,-3.2097903,55.9510584,0,3,1,0,1,0,2,0,0,0,0,0,0,2,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,-1
3,368,-115.146372,36.124423,3,13,29,40,4,9,25,34,2,8,19,36,5,3,24,44,10,16,42,77,18,26,67,73,29,34,47,61,71,0,0,-1
3,7,-111.8743502,33.3190309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4.5,14,-3.1809807,55.9405553,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,-1
3.5,18,-111.7226826,33.381101,0,1,8,12,1,1,4,12,1,1,1,4,0,3,7,5,0,0,2,10,0,0,5,9,2,0,6,5,8,0,0,-1
3.5,14,-115.2424433,36.2029728,0,1,2,0,0,3,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,3,2,0,0,0,2,1,3,0,0,-1
4,5,-3.2080173,55.9434785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
3.5,18,-3.1982534,55.9544778,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,2,0,0,-1
3.5,38,-111.9816241,33.5989732,0,3,3,8,0,0,12,7,0,3,7,12,0,2,9,13,0,2,13,18,0,3,20,23,0,1,16,10,14,0,0,1
3,9,-89.4538419,43.0754424,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,-1
3.5,3,-111.9662565,33.320322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
4,5,-115.1978455,36.12747138,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,2,0,0,-1
3,6,-89.2482454,43.1753813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
3.5,76,-115.2799856,36.2984179,0,1,4,15,0,0,9,14,0,0,10,9,0,0,9,10,1,1,10,25,0,0,21,27,0,3,6,20,19,1,1,1
3.5,4,-112.013243,33.466085,0,0,1,0,0,0,1,1,0,2,2,0,0,1,0,2,0,0,1,0,0,0,1,0,0,1,2,2,0,0,0,-1
4,106,-111.9429427,33.4216092,0,5,17,5,0,10,21,4,1,12,12,6,0,12,15,6,0,6,16,5,0,4,11,3,0,0,20,6,29,1,1,1
3.5,6,-115.2366394,36.1590182,0,0,6,5,0,0,7,2,0,1,8,0,0,1,6,1,0,0,2,1,0,0,2,1,0,0,0,0,1,0,0,-1
4.5,160,-112.0122744,33.5098,0,1,7,18,0,0,9,19,1,0,7,23,0,0,5,31,0,0,7,25,0,0,7,43,0,0,7,19,16,0,0,-1
2.5,14,-115.2428612,36.072377,0,1,15,1,0,1,11,2,0,0,8,1,0,1,9,2,0,0,8,0,0,1,5,2,0,0,2,0,8,0,0,-1
3.5,11,-3.1852514,55.9445551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
4.5,274,-115.144668,36.17062,2,1,4,35,0,0,4,39,0,1,9,45,1,2,9,31,0,0,4,38,3,0,16,78,0,0,8,37,37,3,3,-1
3,4,-111.952872,33.407724,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,1,0,0,-1
3.5,67,-112.3594631,33.6392168,0,2,9,4,1,5,8,4,1,4,6,1,0,7,10,2,0,6,12,6,0,17,15,1,0,17,16,1,30,0,0,1
1.5,13,-115.3173853,36.1588464,0,0,3,3,0,1,0,5,0,1,2,7,1,1,5,7,0,0,4,5,0,0,5,0,0,3,3,8,3,0,0,-1
3.5,6,-3.1679743,55.9691048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1
3,8,-115.197258,36.1725319,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,1,1,2,0,0,3,0,0,0,1,0,2,0,0,-1
4.5,56,-112.1377409,33.86455378,0,3,5,4,0,4,10,1,0,0,6,4,0,4,9,7,0,0,11,12,0,3,16,13,0,1,1,2,15,0,0,1
4,20,-112.287704,33.601138,0,0,1,0,0,2,3,2,0,1,3,1,0,0,0,2,0,0,3,2,0,2,3,0,0,0,1,0,4,0,0,1
5,4,-115.119197,36.025359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
3.5,29,-112.0315646,33.6711501,0,0,1,4,1,3,1,5,1,2,3,1,2,2,1,5,2,2,4,7,2,0,5,8,4,7,7,3,14,0,0,1
2.5,32,-115.186568,36.118776,4,2,1,5,4,0,1,5,3,1,3,7,2,3,3,5,6,5,4,5,11,5,6,11,10,1,10,6,13,0,0,1
4.5,122,-115.2794069,36.1238325,0,2,23,45,0,4,38,41,0,5,30,38,0,8,36,24,0,3,40,40,0,2,52,31,0,3,20,1,54,1,1,1
3,6,-115.219839,36.1260199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
2,3,-111.562742,33.423523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
3.5,39,-111.8905049,33.3202869,0,9,7,0,0,6,4,2,0,5,15,7,0,8,7,1,0,4,12,4,0,3,16,4,0,1,9,0,16,0,0,1
3.5,8,-112.096976,33.538144,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,2,0,0,0,0,1,1,1,1,-1
4,79,-112.0684427,33.6383625,0,0,14,13,0,1,11,13,0,0,6,16,0,0,13,2,0,0,15,26,0,0,19,20,0,0,0,1,24,0,0,1
2.5,29,-111.8402581,33.4148655,0,2,1,0,0,3,1,0,0,0,1,0,0,5,0,0,0,3,0,0,0,4,1,0,0,1,0,0,5,0,0,1
3,6,-115.097806,36.215043,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,-1
3.5,254,-112.0719926,33.4556584,0,1,12,20,0,4,6,17,0,2,13,25,0,1,17,26,0,1,20,61,0,0,15,42,0,2,0,0,66,0,0,-1
4,274,-115.13823,36.1135943,0,14,59,52,1,11,71,104,1,12,70,80,1,11,63,89,6,13,101,84,3,1,64,104,6,1,53,55,118,1,1,1
3.5,182,-111.924627,33.5266038,0,14,28,21,0,13,27,15,0,6,14,16,0,12,27,29,0,22,30,31,0,3,38,32,0,4,46,15,26,0,0,1
4,81,-111.9258211,33.3184593,0,1,7,7,0,2,7,15,0,2,5,13,0,3,10,7,0,2,14,15,0,3,18,11,0,0,1,0,22,0,0,1
4.5,143,-112.2727525,33.46456819,1,10,39,20,0,18,48,32,1,17,46,30,0,24,42,38,0,16,53,57,0,17,99,34,0,13,70,24,63,1,1,1
3.5,9,-115.2329681,36.2401661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,1,0,3,0,0,-1
3,6,-80.5223045,43.4646939,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,2,3,1,0,0,0,0,0,0,-1
3,45,-111.7167354,33.2627025,0,3,5,2,0,3,6,5,0,0,6,6,0,1,6,1,0,4,5,7,1,2,16,0,0,4,8,3,13,0,0,1
3,12,-115.27473,36.218883,1,18,7,0,0,14,4,1,2,10,4,1,0,10,7,2,0,10,8,0,0,16,8,1,0,21,6,0,18,0,0,1
3,4,-115.2583377,36.1960261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1
3.5,39,-111.938705,33.422145,0,4,2,4,0,3,1,4,0,1,3,3,0,4,8,7,0,2,7,8,0,1,13,10,0,0,8,2,13,1,1,1
4,202,-111.999963,33.495084,0,7,46,16,1,14,32,10,0,17,34,17,0,10,48,11,0,24,42,21,0,15,92,20,0,0,2,0,55,3,3,1
4,57,-115.041227,36.0560658,0,4,27,24,0,6,19,13,0,1,30,12,0,4,36,23,0,3,25,19,0,2,36,13,0,6,34,9,39,0,0,1
3.5,11,-111.925863,33.38463,0,2,2,7,1,3,2,7,3,1,2,1,0,3,1,4,2,2,0,5,5,9,2,2,9,10,5,7,4,0,0,1
4,10,-111.90617,33.670381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
3.5,47,-115.1538315,36.1089325,0,1,3,6,0,1,3,5,0,0,5,10,0,1,7,10,2,0,3,15,0,1,10,12,0,2,7,12,16,0,0,1
4,26,-111.6877122,33.3224684,0,2,4,2,0,3,9,3,0,4,6,4,0,1,11,4,0,3,10,2,0,8,10,0,0,4,9,1,8,0,0,1
3.5,43,-111.9498307,33.349603,0,13,26,8,0,17,28,3,0,18,24,6,0,16,31,5,0,12,31,7,0,5,16,3,0,1,11,2,17,0,0,1
3.5,3,-112.2726754,33.4573093,0,0,0,5,1,2,2,1,0,1,1,4,0,1,0,3,0,0,0,4,0,0,0,0,0,0,1,1,1,0,0,-1
4,10,-3.209466934,55.92632901,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,4,0,0,1,1,0,0,0,0,0,-1
3.5,6,-112.1541197,33.49570463,0,0,2,1,0,1,1,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,-1
4,139,-112.0449114,33.5101676,0,3,27,32,0,3,29,29,0,3,32,42,0,4,31,35,0,11,60,78,0,13,55,64,0,5,46,42,61,0,0,1
4,52,-111.634661,33.377437,0,4,18,10,0,4,9,6,0,6,9,10,0,1,16,9,0,5,4,11,0,11,11,4,0,10,3,1,29,0,0,1
3,18,-112.1314386,33.625275,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,1,0,2,0,0,-1
3.5,20,-3.1971025,55.9540307,0,0,0,0,1,1,2,0,1,0,0,0,0,1,1,0,0,1,1,0,0,4,0,0,1,1,1,0,3,0,0,-1
4,17,-115.1287195,36.0568121,0,0,6,1,0,3,8,1,0,4,7,3,0,1,12,0,0,4,11,1,0,1,2,0,0,0,1,0,10,1,1,-1
1.5,7,-115.1557538,36.1652351,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,-1
4.5,15,-111.9178159,33.4991916,0,0,3,3,0,1,4,3,0,5,2,2,0,3,2,6,0,4,0,6,0,0,0,2,0,0,2,2,3,0,0,-1
4,646,-115.1765013,36.10757739,0,0,3,88,2,3,8,92,2,0,6,101,3,5,11,101,4,4,25,193,4,1,30,254,3,5,5,34,86,1,2,-1
2.5,14,-115.1722098,36.0474692,0,2,1,4,0,3,3,0,0,2,3,2,0,2,1,6,0,0,4,3,0,4,5,1,0,6,3,1,12,0,0,-1
3.5,11,-115.1378561,36.12000047,1,2,11,4,0,5,1,1,0,5,5,4,2,3,6,1,1,3,3,0,0,4,3,2,2,4,4,5,6,0,0,-1
4.5,11,-111.8977013,33.6211787,0,0,1,0,0,1,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1
4,158,-115.1397463,36.1150242,2,18,64,36,1,20,63,33,0,15,52,36,2,18,89,49,3,15,92,65,5,25,125,38,1,30,128,44,86,1,1,1
3.5,69,-111.7463793,33.30994381,0,5,21,6,0,6,25,21,0,0,31,26,0,7,20,19,0,4,35,33,0,12,69,35,2,11,38,27,38,0,0,1
3.5,34,-115.1435262,36.1707639,1,0,1,4,0,2,0,1,0,0,0,2,0,0,0,8,0,0,1,8,1,0,0,11,1,0,1,8,7,0,0,-1
3,5,-112.250446,33.52709,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,-1
3.5,3,-3.1974015,55.9625022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
3.5,33,-111.8601114,33.26177627,0,22,16,9,0,27,11,3,0,23,13,2,0,21,10,3,2,17,17,3,0,14,13,3,0,22,10,2,18,1,1,-1
4.5,51,-115.236683,36.15885597,0,0,8,4,0,0,9,2,0,1,12,2,0,0,9,0,0,1,11,1,0,2,2,4,0,1,4,0,13,0,0,1
4,6,-3.1984171,55.9625135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
4,165,-111.9085143,33.5381018,0,8,43,30,0,7,30,35,0,8,37,34,0,10,28,24,0,11,44,45,0,4,30,37,0,0,31,26,72,0,0,1
4,15,-115.2074151,36.123621,0,3,6,0,0,0,1,0,0,0,2,0,0,2,4,0,0,2,6,0,0,7,9,0,0,3,18,1,6,0,0,-1
4,8,-115.1741057,36.10978887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,1,0,5,0,0,-1
2,227,-115.1753788,36.09194095,0,5,19,21,0,4,17,14,0,5,17,8,1,3,20,11,0,5,16,30,6,4,38,35,4,12,36,28,33,0,0,1
4.5,163,-111.6752675,33.21257481,0,0,1,0,0,4,8,3,0,17,19,1,0,12,16,2,0,18,27,6,1,16,38,13,0,22,12,0,54,0,0,1
3.5,51,-89.4736056,43.05018,0,0,6,1,0,0,2,1,0,1,4,0,0,2,1,0,0,2,2,0,0,0,4,0,0,1,5,0,3,0,0,1
3.5,15,-112.119194,33.609811,0,19,8,1,0,22,10,2,0,26,6,0,0,22,5,0,0,10,7,0,0,3,0,0,0,0,3,1,6,0,0,1
3,10,-80.5553725,43.5085071,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,3,0,0,0,4,0,0,1,0,0,-1
4,216,-111.8593691,33.3841971,0,38,8,0,0,23,8,0,2,131,10,0,1,32,10,1,0,36,11,0,0,132,24,0,1,120,33,0,56,0,0,1
3.5,113,-112.355543,33.639067,0,4,20,20,0,8,22,13,0,10,23,9,0,5,16,18,0,7,28,52,0,4,19,24,0,0,11,6,27,0,0,1
4,12,-114.9635216,36.0134051,0,0,4,1,0,0,1,1,0,0,5,0,0,0,3,1,0,0,3,0,0,0,1,2,0,2,5,1,10,0,0,1
1.5,6,-115.279651,36.116513,0,1,4,3,0,0,2,3,0,0,5,3,0,0,4,2,0,1,12,1,0,1,3,4,0,0,0,0,5,0,0,-1
2.5,10,-111.7559876,33.3796235,0,0,6,3,0,0,4,0,0,2,10,1,0,0,10,0,0,1,5,3,0,1,1,1,0,1,1,0,5,0,0,-1
3.5,161,-111.8817668,33.6391061,0,49,4,0,2,41,3,0,0,43,8,0,1,29,4,0,1,57,10,2,0,112,10,1,0,151,26,1,57,0,0,1
4.5,8,-112.1287384,33.8000946,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,2,0,0,2,0,0,-1
2.5,7,-3.2190492,55.9401619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5,5,-111.6340048,33.2418524,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,1,0,0,2,0,0,-1
4,197,-112.0475118,33.52265,0,6,34,27,0,5,24,29,0,6,38,24,1,10,27,26,0,5,40,53,0,36,40,29,0,29,41,17,50,0,0,-1
4,41,-111.9796339,33.32936422,0,0,1,5,0,0,0,6,0,2,3,3,0,0,3,5,0,0,3,7,0,0,6,6,0,4,3,9,36,0,0,1
3,11,-111.9689666,33.54514158,0,0,3,2,0,2,2,0,0,1,0,2,0,0,2,3,0,3,2,2,0,0,0,2,1,0,2,0,2,0,0,-1
3,26,-112.252506,33.639837,0,0,1,0,0,1,0,0,0,0,3,1,0,0,1,2,0,0,4,2,0,1,9,2,0,0,3,0,6,0,0,1
4.5,16,-112.5828014,33.3707488,0,0,0,0,0,0,1,0,0,2,1,0,0,1,1,0,0,0,1,1,0,1,5,0,0,0,0,0,8,0,0,-1
3.5,70,-111.8890886,33.570325,0,2,7,8,0,3,5,5,0,3,5,7,0,3,4,9,0,3,4,14,0,2,5,6,1,1,7,11,20,0,0,1
4,13,-115.146423,36.1439997,0,0,2,1,0,0,1,1,0,1,2,0,0,1,7,0,0,2,5,0,0,1,1,0,0,0,3,0,5,1,1,-1
4,41,-115.26053,36.1743199,0,3,16,4,0,9,10,12,1,10,17,5,0,5,21,7,0,0,13,12,0,3,15,9,0,3,13,13,37,2,2,1
4,108,-111.912972,33.32012,0,24,13,6,1,9,21,5,0,23,17,5,0,17,15,4,0,14,17,9,0,3,10,3,1,0,2,0,23,0,0,1
4,4,-115.209737,36.114935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1
2.5,62,-111.9329429,33.8308826,0,0,7,3,0,1,4,0,0,2,6,4,0,1,4,8,0,1,7,32,0,3,21,18,0,7,25,3,16,0,0,1
3.5,62,-112.035636,33.507982,0,2,25,16,0,1,20,17,1,8,19,21,0,11,25,18,0,8,49,32,0,8,55,37,1,4,27,10,32,0,0,1
4,23,-111.8501092,33.4149317,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,6,0,0,-1
4,26,-3.1777182,55.9639715,0,54,4,0,0,5,2,0,0,1,2,0,0,3,10,0,1,11,5,0,2,16,8,0,0,5,9,0,15,2,2,1
3,27,-115.2435598,36.1252746,0,3,11,13,0,2,18,13,0,1,16,8,1,1,18,14,0,2,14,20,0,1,17,22,0,1,10,20,23,0,0,1
3,30,-3.196047053,55.95351307,0,1,1,0,1,3,0,0,0,2,0,0,1,2,2,0,0,2,4,0,1,1,2,0,0,5,2,0,2,0,0,1
3,4,-112.1865872,33.6378912,0,2,0,2,0,0,2,0,0,0,2,0,0,1,1,0,0,1,0,1,0,0,2,0,0,0,1,1,6,0,0,-1
3,62,-115.069468,36.068756,0,1,22,8,0,6,16,11,0,2,17,15,0,3,32,11,0,1,30,10,0,1,16,17,0,3,18,21,56,4,4,1
4,130,-111.8898525,33.56890931,0,22,36,2,0,16,28,0,0,21,49,3,0,22,34,1,1,22,39,3,0,36,55,0,0,3,3,1,44,1,1,1
4.5,90,-115.136178,36.1051599,0,8,54,1,0,14,49,0,0,10,44,2,0,10,43,0,0,3,21,0,0,2,10,0,0,0,0,0,54,1,2,1
3.5,6,-89.502386,43.0510499,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1
2.5,6,-115.280424,36.219158,0,1,4,2,0,1,4,5,0,0,4,2,0,0,2,1,0,0,2,3,0,0,3,3,0,0,3,1,5,0,0,-1
4,16,-115.2760923,36.1439132,2,10,4,4,5,7,9,12,3,9,5,6,4,6,3,5,2,11,5,9,5,7,5,7,5,6,6,6,8,0,0,1
3,57,-89.5004346,43.0571253,0,7,7,1,0,2,2,0,0,0,4,1,0,1,4,1,0,3,8,2,0,5,9,4,0,2,4,3,3,0,0,1
4.5,205,-111.7561394,33.3674505,0,3,17,8,0,5,10,12,0,4,13,16,0,6,22,11,0,4,34,35,0,3,48,23,0,2,26,2,51,1,1,1
3.5,4,-112.132197,33.55967,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,-1
